tau_hat,age,female,post,age_sq,educ_0,educ_1,educ_2,educ_3
-0.35434851015173924,47.0,0.0,0,2209.0,0,0,1,0
-0.2536933492870605,36.0,0.0,0,1296.0,1,0,0,0
-0.24280709854142313,26.5,0.0,1,702.25,1,0,0,0
-0.5417037353956313,41.5,0.0,0,1722.25,0,1,0,0
-0.5924219524675306,20.0,0.0,1,400.0,1,0,0,0
-0.6996959996645142,29.5,0.0,0,870.25,1,0,0,0
-0.3716688989013233,58.5,0.0,1,3422.25,0,1,0,0
-0.26072896691785774,62.0,0.0,0,3844.0,1,0,0,0
-0.2156158933157108,42.5,0.0,0,1806.25,1,0,0,0
-0.1598046582515647,39.0,0.0,1,1521.0,1,0,0,0
-0.045640590853105414,28.0,0.0,1,784.0,0,0,1,0
-0.2960946123626726,49.0,0.0,0,2401.0,0,1,0,0
-0.4582648826153059,55.0,0.0,0,3025.0,1,0,0,0
-0.40242688553930295,65.0,0.0,0,4225.0,1,0,0,0
-0.45940900777745314,33.0,0.0,0,1089.0,0,1,0,0
-0.30959571360073324,50.0,0.0,0,2500.0,1,0,0,0
-0.13554395344468437,30.5,0.0,1,930.25,1,0,0,0
-0.10208172969750466,29.5,0.0,1,870.25,1,0,0,0
-0.1269028312069921,60.5,0.0,0,3660.25,0,1,0,0
-0.40044322339646743,34.5,0.0,1,1190.25,1,0,0,0
-0.33673206700458064,51.5,0.0,0,2652.25,0,1,0,0
-0.4400811782859812,38.0,0.0,1,1444.0,1,0,0,0
-0.13126339716282517,49.0,0.0,1,2401.0,1,0,0,0
-0.261303615571407,31.5,0.0,1,992.25,1,0,0,0
-0.6962979008886215,41.0,0.0,0,1681.0,0,1,0,0
-0.35948650510640956,40.0,0.0,1,1600.0,1,0,0,0
-0.3730554049711295,27.5,0.0,0,756.25,1,0,0,0
-0.4673163204549078,50.5,0.0,0,2550.25,1,0,0,0
-0.6206253627203144,30.0,0.0,0,900.0,0,1,0,0
-0.28790055500587314,35.5,0.0,0,1260.25,1,0,0,0
-0.04628142187192782,47.5,0.0,1,2256.25,0,1,0,0
-0.2467597668554761,39.0,0.0,1,1521.0,0,0,1,0
-0.18766444382315947,24.5,0.0,0,600.25,1,0,0,0
-0.29361538583841423,40.0,0.0,0,1600.0,1,0,0,0
-0.21569946201861637,28.0,0.0,1,784.0,0,1,0,0
-0.2721698988802817,39.5,0.0,0,1560.25,0,1,0,0
-0.4428892243630225,38.0,0.0,0,1444.0,0,1,0,0
-0.2551763925795849,54.0,0.0,1,2916.0,0,1,0,0
-0.17322135199946567,25.5,0.0,1,650.25,1,0,0,0
-0.3177236972993103,55.0,0.0,1,3025.0,1,0,0,0
-0.261303615571407,31.5,0.0,1,992.25,1,0,0,0
-0.40904380732328305,57.0,0.0,0,3249.0,1,0,0,0
-0.26908009824161006,32.0,0.0,0,1024.0,1,0,0,0
-0.06506206020041543,47.5,0.0,1,2256.25,1,0,0,0
-0.005269241822765579,22.0,0.0,0,484.0,0,0,1,0
-0.2515033997891558,54.5,0.0,1,2970.25,0,0,1,0
-0.40694459075084694,37.5,0.0,0,1406.25,1,0,0,0
-0.30219474074364433,43.0,0.0,1,1849.0,1,0,0,0
0.0037244870439176797,28.5,0.0,1,812.25,1,0,0,0
-0.8262290771512638,33.5,0.0,0,1122.25,1,0,0,0
-0.3045533624005625,45.0,0.0,1,2025.0,0,1,0,0
-0.30798118724745127,56.0,0.0,1,3136.0,1,0,0,0
-0.5994151369627907,29.0,0.0,0,841.0,1,0,0,0
-0.10932323886555188,33.0,0.0,0,1089.0,1,0,0,0
-0.15921712570247948,25.0,0.0,1,625.0,0,0,1,0
-0.18766444382315947,24.5,0.0,0,600.25,1,0,0,0
-0.5450682005687935,22.5,0.0,0,506.25,0,1,0,0
-0.3781867396350682,38.0,0.0,0,1444.0,1,0,0,0
-0.13872203720171278,31.0,0.0,1,961.0,1,0,0,0
-0.06040845452720605,26.0,0.0,0,676.0,1,0,0,0
-0.4433305043741401,45.0,0.0,0,2025.0,0,1,0,0
-0.5461233542455395,34.5,0.0,0,1190.25,0,1,0,0
-0.23404063159118182,54.5,0.0,0,2970.25,0,1,0,0
-0.4340560775106247,46.5,0.0,0,2162.25,0,1,0,0
-0.36997382019529484,41.0,0.0,1,1681.0,1,0,0,0
-0.5985087625734793,62.5,0.0,0,3906.25,1,0,0,0
-0.44053234691845633,23.0,0.0,1,529.0,0,0,1,0
-0.3429204432712425,39.5,0.0,0,1560.25,1,0,0,0
-0.6577607420342086,28.0,0.0,0,784.0,0,1,0,0
-0.8608721794650579,36.5,0.0,1,1332.25,0,1,0,0
-0.6772191516648103,34.0,0.0,0,1156.0,0,1,0,0
-0.24439323339358016,23.5,0.0,0,552.25,1,0,0,0
-0.06635910893483285,47.0,0.0,1,2209.0,1,0,0,0
-0.3254360415187684,59.5,0.0,0,3540.25,0,1,0,0
-0.4400811782859812,38.0,0.0,1,1444.0,1,0,0,0
-0.47293949458485796,53.5,0.0,0,2862.25,0,0,1,0
-0.19434878560755067,22.0,0.0,0,484.0,1,0,0,0
-0.4172621391926746,44.5,0.0,1,1980.25,0,1,0,0
-0.16784615021860713,43.5,0.0,1,1892.25,1,0,0,0
-0.3730554049711295,27.5,0.0,0,756.25,1,0,0,0
-0.3762537622056752,51.0,0.0,1,2601.0,1,0,0,0
-0.6370311073134032,35.0,0.0,1,1225.0,1,0,0,0
-0.1598046582515647,39.0,0.0,1,1521.0,1,0,0,0
-0.28392462289943665,57.0,0.0,0,3249.0,0,1,0,0
-0.4464346694538991,39.0,0.0,0,1521.0,0,1,0,0
-0.2879653505594242,32.0,0.0,1,1024.0,1,0,0,0
-0.23221701784933985,53.0,0.0,0,2809.0,0,1,0,0
-0.3045533624005625,45.0,0.0,1,2025.0,0,1,0,0
-0.28790055500587314,35.5,0.0,0,1260.25,1,0,0,0
0.03425418465527618,47.5,0.0,1,2256.25,0,0,1,0
-0.2751543022443136,51.0,0.0,1,2601.0,0,1,0,0
-0.1598046582515647,39.0,0.0,1,1521.0,1,0,0,0
-0.35948650510640956,40.0,0.0,1,1600.0,1,0,0,0
-0.38885902674730455,32.5,0.0,1,1056.25,0,1,0,0
-0.3855262266788026,23.0,0.0,0,529.0,1,0,0,0
-0.29361538583841423,40.0,0.0,0,1600.0,1,0,0,0
-0.32069541270841373,33.0,0.0,1,1089.0,1,0,0,0
-0.06040845452720605,26.0,0.0,0,676.0,1,0,0,0
-0.24612372758622875,30.0,0.0,1,900.0,1,0,0,0
-0.7028305968315932,27.0,0.0,0,729.0,0,0,1,0
-0.17322135199946567,25.5,0.0,1,650.25,1,0,0,0
-0.10208172969750466,29.5,0.0,1,870.25,1,0,0,0
-0.24280709854142313,26.5,0.0,1,702.25,1,0,0,0
-0.13857054158207024,47.0,0.0,1,2209.0,0,1,0,0
-0.47427390131831887,53.0,0.0,0,2809.0,1,0,0,0
-0.1990565595662287,27.5,0.0,1,756.25,1,0,0,0
-0.20867162854479665,49.5,0.0,0,2450.25,1,0,0,0
-0.32332384911272244,44.0,0.0,0,1936.0,0,1,0,0
-0.30759474957058597,26.0,0.0,1,676.0,0,1,0,0
-0.30987893043235515,54.0,0.0,0,2916.0,1,0,0,0
-0.4340560775106247,46.5,0.0,0,2162.25,0,1,0,0
0.03404614354587049,49.5,0.0,1,2450.25,0,1,0,0
-0.13872203720171278,31.0,0.0,1,961.0,1,0,0,0
-0.7526284582034795,33.5,0.0,1,1122.25,1,0,0,0
0.006571299593525782,59.5,0.0,1,3540.25,1,0,0,0
-0.44816563258917713,45.5,0.0,0,2070.25,0,1,0,0
-0.3306656768097543,62.5,0.0,1,3906.25,0,1,0,0
-0.2560644057422908,42.0,0.0,0,1764.0,1,0,0,0
-0.4338027783760157,44.5,0.0,0,1980.25,1,0,0,0
-0.4428892243630225,38.0,0.0,0,1444.0,0,1,0,0
0.0037244870439176797,28.5,0.0,1,812.25,1,0,0,0
0.07741915707799549,45.5,0.0,1,2070.25,1,0,0,0
-0.6091070263721813,30.0,0.0,0,900.0,0,0,1,0
-0.23140785560744012,25.5,0.0,0,650.25,1,0,0,0
-0.4234178712939249,52.0,0.0,0,2704.0,1,0,0,0
-0.18255604041591156,42.5,0.0,1,1806.25,1,0,0,0
-0.13805237240395232,44.5,0.0,1,1980.25,1,0,0,0
-0.3222317826830234,57.5,0.0,1,3306.25,1,0,0,0
-0.18766444382315947,24.5,0.0,0,600.25,1,0,0,0
-0.35948650510640956,40.0,0.0,1,1600.0,1,0,0,0
-0.2675058787681359,40.5,0.0,1,1640.25,1,0,0,0
-0.6577607420342086,28.0,0.0,0,784.0,0,1,0,0
-0.2536933492870605,36.0,0.0,0,1296.0,1,0,0,0
-0.40694459075084694,37.5,0.0,0,1406.25,1,0,0,0
-0.440858645433186,25.5,0.0,0,650.25,0,1,0,0
-0.5568387410836743,31.0,0.0,0,961.0,0,1,0,0
-0.38885902674730455,32.5,0.0,1,1056.25,0,1,0,0
-0.11873911683261272,53.5,0.0,1,2862.25,1,0,0,0
-0.19434878560755067,22.0,0.0,0,484.0,1,0,0,0
-0.4688425472850989,39.5,0.0,1,1560.25,0,1,0,0
-0.4338027783760157,44.5,0.0,0,1980.25,1,0,0,0
-0.2785076826285461,34.5,0.0,0,1190.25,1,0,0,0
-0.048406968620084784,45.0,0.0,1,2025.0,1,0,0,0
-0.23452098982725592,61.0,0.0,1,3721.0,0,1,0,0
-0.41882326395377584,43.0,0.0,0,1849.0,1,0,0,0
-0.36997382019529484,41.0,0.0,1,1681.0,1,0,0,0
0.06164081951923318,26.5,0.0,0,702.25,1,0,0,0
-0.261303615571407,31.5,0.0,1,992.25,1,0,0,0
-0.2960946123626726,49.0,0.0,0,2401.0,0,1,0,0
-0.1269028312069921,60.5,0.0,0,3660.25,0,1,0,0
-0.18766444382315947,24.5,0.0,0,600.25,1,0,0,0
-0.09756221851378305,42.0,0.0,1,1764.0,0,0,1,0
-0.10208172969750466,29.5,0.0,1,870.25,1,0,0,0
-0.4388318763910615,36.0,0.0,1,1296.0,1,0,0,0
0.0037244870439176797,28.5,0.0,1,812.25,1,0,0,0
-0.3348860016169554,54.0,0.0,1,2916.0,1,0,0,0
-0.19884141910479428,27.0,0.0,1,729.0,1,0,0,0
-0.3781867396350682,38.0,0.0,0,1444.0,1,0,0,0
-0.3549458562239126,39.0,0.0,0,1521.0,1,0,0,0
-0.464415444498796,35.5,0.0,0,1260.25,0,1,0,0
-0.048406968620084784,45.0,0.0,1,2025.0,1,0,0,0
-0.7246368553036742,33.5,0.0,1,1122.25,0,1,0,0
-0.2675058787681359,40.5,0.0,1,1640.25,1,0,0,0
-0.40389886986459816,45.0,0.0,0,2025.0,0,0,1,0
-0.2205042844195577,38.0,0.0,1,1444.0,0,1,0,0
-0.315842925781556,24.5,0.0,0,600.25,0,1,0,0
-0.3730554049711295,27.5,0.0,0,756.25,1,0,0,0
-0.44553977161824293,51.5,0.0,1,2652.25,0,1,0,0
-0.33414454435064034,58.0,0.0,1,3364.0,0,1,0,0
-0.20677936375367006,46.0,0.0,1,2116.0,1,0,0,0
-0.4597111015437853,57.0,0.0,1,3249.0,1,0,0,0
-0.261303615571407,31.5,0.0,1,992.25,1,0,0,0
-0.2229677641278017,32.5,0.0,0,1056.25,1,0,0,0
-0.2608372608932513,32.5,0.0,1,1056.25,1,0,0,0
-0.3072047909354159,41.5,0.0,0,1722.25,1,0,0,0
-0.1529142723609156,43.5,0.0,0,1892.25,1,0,0,0
-0.5168298913300747,59.0,0.0,1,3481.0,1,0,0,0
-0.425511614254565,37.0,0.0,1,1369.0,0,1,0,0
-0.45253928727976744,53.5,0.0,0,2862.25,1,0,0,0
-0.18255604041591156,42.5,0.0,1,1806.25,1,0,0,0
-0.3377881738984913,56.5,0.0,1,3192.25,0,1,0,0
-0.24033804914811663,31.5,0.0,0,992.25,1,0,0,0
0.04935473898024951,22.0,0.0,0,484.0,0,1,0,0
-0.2882898584202641,31.0,0.0,0,961.0,1,0,0,0
-0.6027454873377491,58.0,0.0,1,3364.0,1,0,0,0
-0.7148244070989217,35.0,0.0,1,1225.0,0,1,0,0
0.06164081951923318,26.5,0.0,0,702.25,1,0,0,0
-0.5144180197999457,35.0,0.0,0,1225.0,0,1,0,0
-0.32332384911272244,44.0,0.0,0,1936.0,0,1,0,0
-0.24612372758622875,30.0,0.0,1,900.0,1,0,0,0
-0.5696580766260778,36.5,0.0,0,1332.25,0,1,0,0
0.34765531721139203,46.5,0.0,1,2162.25,0,0,1,0
-0.4433305043741401,45.0,0.0,0,2025.0,0,1,0,0
-0.03696565850515923,40.0,0.0,1,1600.0,0,1,0,0
-0.06635910893483285,47.0,0.0,1,2209.0,1,0,0,0
-0.4392998973696505,60.0,0.0,0,3600.0,0,0,0,0
-0.36998240095581647,43.0,0.0,1,1849.0,0,1,0,0
-0.5002969647054445,31.5,0.0,0,992.25,0,1,0,0
-0.3222317826830234,57.5,0.0,1,3306.25,1,0,0,0
-0.2296876820300732,57.5,0.0,1,3306.25,0,1,0,0
-0.10208172969750466,29.5,0.0,1,870.25,1,0,0,0
-0.10208172969750466,29.5,0.0,1,870.25,1,0,0,0
-0.32069541270841373,33.0,0.0,1,1089.0,1,0,0,0
-0.22818329983732275,54.5,0.0,1,2970.25,0,1,0,0
-0.13126339716282517,49.0,0.0,1,2401.0,1,0,0,0
-0.31274021021944537,51.5,0.0,1,2652.25,1,0,0,0
-0.13805237240395232,44.5,0.0,1,1980.25,1,0,0,0
-0.3308681164613334,47.0,0.0,0,2209.0,1,0,0,0
-0.514153533976867,60.0,0.0,0,3600.0,1,0,0,0
-0.6004213232570534,34.0,0.0,1,1156.0,0,1,0,0
-0.08439850627691668,50.5,0.0,1,2550.25,0,0,1,0
-0.09591973645478988,45.5,0.0,1,2070.25,0,1,0,0
-0.3475775095086501,28.0,0.0,0,784.0,1,0,0,0
-0.3973622284189354,21.0,0.0,1,441.0,1,0,0,0
-0.6437182661583775,27.0,0.0,0,729.0,0,1,0,0
-0.2551763925795849,54.0,0.0,1,2916.0,0,1,0,0
-0.3973622284189354,21.0,0.0,1,441.0,1,0,0,0
-0.36529778041088273,51.5,0.0,0,2652.25,1,0,0,0
-0.20255098102022734,24.5,0.0,1,600.25,1,0,0,0
-0.6206253627203144,30.0,0.0,0,900.0,0,1,0,0
-0.3348860016169554,54.0,0.0,1,2916.0,1,0,0,0
0.0037244870439176797,28.5,0.0,1,812.25,1,0,0,0
-0.36998240095581647,43.0,0.0,1,1849.0,0,1,0,0
-0.19790595952509912,52.5,0.0,1,2756.25,0,1,0,0
-0.17322135199946567,25.5,0.0,1,650.25,1,0,0,0
-0.19884141910479428,27.0,0.0,1,729.0,1,0,0,0
-0.33825353830686045,42.5,0.0,0,1806.25,0,1,0,0
-0.6577607420342086,28.0,0.0,0,784.0,0,1,0,0
-0.4682857823004913,37.5,0.0,0,1406.25,0,0,1,0
-0.7526284582034795,33.5,0.0,1,1122.25,1,0,0,0
-0.59582040312664,39.5,0.0,1,1560.25,1,0,0,0
-0.38884922289958385,41.0,0.0,0,1681.0,1,0,0,0
-0.19884141910479428,27.0,0.0,1,729.0,1,0,0,0
-0.12371697761071124,62.5,0.0,0,3906.25,0,0,1,0
-0.39330194690930825,48.0,0.0,0,2304.0,0,1,0,0
-0.4185912144762387,46.0,0.0,0,2116.0,0,0,1,0
-0.3664012875253203,31.5,0.0,1,992.25,0,1,0,0
-0.513819689883576,42.0,0.0,0,1764.0,0,1,0,0
-0.1598046582515647,39.0,0.0,1,1521.0,1,0,0,0
-0.4172621391926746,44.5,0.0,1,1980.25,0,1,0,0
-0.5000912316960597,30.0,0.0,0,900.0,1,0,0,0
-0.45687693874287616,29.5,0.0,1,870.25,0,1,0,0
-0.1886941898043677,29.0,0.0,1,841.0,0,1,0,0
-0.30103116986328626,38.5,0.0,1,1482.25,1,0,0,0
-0.24210603030843036,25.0,0.0,1,625.0,1,0,0,0
-0.2764081171654167,52.5,0.0,0,2756.25,1,0,0,0
-0.7526284582034795,33.5,0.0,1,1122.25,1,0,0,0
-0.4673163204549078,50.5,0.0,0,2550.25,1,0,0,0
-0.38008699730962925,43.5,0.0,0,1892.25,0,1,0,0
-0.4673163204549078,50.5,0.0,0,2550.25,1,0,0,0
0.04392682844964056,58.5,0.0,1,3422.25,0,0,1,0
-0.38884922289958385,41.0,0.0,0,1681.0,1,0,0,0
-0.4338027783760157,44.5,0.0,0,1980.25,1,0,0,0
-0.2746957917879305,24.5,0.0,1,600.25,0,1,0,0
-0.29926984194448714,34.0,0.0,0,1156.0,1,0,0,0
-0.1598046582515647,39.0,0.0,1,1521.0,1,0,0,0
-0.1886941898043677,29.0,0.0,1,841.0,0,1,0,0
-0.261303615571407,31.5,0.0,1,992.25,1,0,0,0
-0.44553977161824293,51.5,0.0,1,2652.25,0,1,0,0
-0.2262311015713088,64.5,0.0,1,4160.25,0,1,0,0
-0.25142075800272146,57.5,0.0,0,3306.25,0,1,0,0
-0.6996959996645142,29.5,0.0,0,870.25,1,0,0,0
-0.46733032170649663,64.0,0.0,1,4096.0,0,0,1,0
-0.2229677641278017,32.5,0.0,0,1056.25,1,0,0,0
-0.03696565850515923,40.0,0.0,1,1600.0,0,1,0,0
-0.1598046582515647,39.0,0.0,1,1521.0,1,0,0,0
-0.3975188459302096,23.0,0.0,1,529.0,1,0,0,0
-0.5334173011231221,64.0,0.0,0,4096.0,1,0,0,0
-0.15075907005746597,46.5,0.0,1,2162.25,0,1,0,0
0.04935473898024951,22.0,0.0,0,484.0,0,1,0,0
-0.5144180197999457,35.0,0.0,0,1225.0,0,1,0,0
-0.20875993894816186,21.0,0.0,1,441.0,0,1,0,0
-0.29219281258166024,38.0,0.0,1,1444.0,0,0,1,0
-0.425511614254565,37.0,0.0,1,1369.0,0,1,0,0
-0.3730554049711295,27.5,0.0,0,756.25,1,0,0,0
-0.32069541270841373,33.0,0.0,1,1089.0,1,0,0,0
-0.07322532380141006,21.5,0.0,1,462.25,0,1,0,0
-0.2721698988802817,39.5,0.0,0,1560.25,0,1,0,0
-0.40420934394530544,56.5,0.0,0,3192.25,1,0,0,0
-0.23404063159118182,54.5,0.0,0,2970.25,0,1,0,0
-0.40044322339646743,34.5,0.0,1,1190.25,1,0,0,0
-0.13654337443108436,53.0,0.0,1,2809.0,0,1,0,0
-0.29361538583841423,40.0,0.0,0,1600.0,1,0,0,0
-0.45940900777745314,33.0,0.0,0,1089.0,0,1,0,0
-0.30798118724745127,56.0,0.0,1,3136.0,1,0,0,0
-0.18255604041591156,42.5,0.0,1,1806.25,1,0,0,0
-0.40904380732328305,57.0,0.0,0,3249.0,1,0,0,0
-0.6206253627203144,30.0,0.0,0,900.0,0,1,0,0
0.006571299593525782,59.5,0.0,1,3540.25,1,0,0,0
-0.11238614199097557,60.0,0.0,1,3600.0,1,0,0,0
-0.3174243392803859,30.5,0.0,0,930.25,1,0,0,0
-0.1856947092719589,42.0,0.0,1,1764.0,0,1,0,0
-0.7148244070989217,35.0,0.0,1,1225.0,0,1,0,0
-0.1598046582515647,39.0,0.0,1,1521.0,1,0,0,0
-0.7526284582034795,33.5,0.0,1,1122.25,1,0,0,0
-0.2879653505594242,32.0,0.0,1,1024.0,1,0,0,0
-0.5924219524675306,20.0,0.0,1,400.0,1,0,0,0
-0.22061331183332453,50.5,0.0,0,2550.25,0,1,0,0
-0.6022571861685933,36.5,0.0,0,1332.25,0,0,1,0
-0.3402447002160697,56.5,0.0,0,3192.25,0,1,0,0
-0.7148244070989217,35.0,0.0,1,1225.0,0,1,0,0
-0.28790055500587314,35.5,0.0,0,1260.25,1,0,0,0
-0.12160737942942923,48.5,0.0,1,2352.25,1,0,0,0
0.15301205337179022,49.5,0.0,1,2450.25,1,0,0,0
-0.10399957115441834,50.5,0.0,1,2550.25,0,1,0,0
-0.38008699730962925,43.5,0.0,0,1892.25,0,1,0,0
-0.23221701784933985,53.0,0.0,0,2809.0,0,1,0,0
-0.22455765879528078,24.0,0.0,0,576.0,1,0,0,0
-0.59582040312664,39.5,0.0,1,1560.25,1,0,0,0
-0.24439323339358016,23.5,0.0,0,552.25,1,0,0,0
-0.30103116986328626,38.5,0.0,1,1482.25,1,0,0,0
-0.5994151369627907,29.0,0.0,0,841.0,1,0,0,0
-0.3072047909354159,41.5,0.0,0,1722.25,1,0,0,0
-0.13872203720171278,31.0,0.0,1,961.0,1,0,0,0
-0.4270639259559633,37.5,0.0,1,1406.25,1,0,0,0
-0.3716688989013233,58.5,0.0,1,3422.25,0,1,0,0
-0.18766444382315947,24.5,0.0,0,600.25,1,0,0,0
-0.09591973645478988,45.5,0.0,1,2070.25,0,1,0,0
-0.44629929001595925,40.0,0.0,0,1600.0,0,1,0,0
0.06164081951923318,26.5,0.0,0,702.25,1,0,0,0
-0.6004213232570534,34.0,0.0,1,1156.0,0,1,0,0
-0.17322135199946567,25.5,0.0,1,650.25,1,0,0,0
-0.47427390131831887,53.0,0.0,0,2809.0,1,0,0,0
-0.06912903155455258,41.5,0.0,1,1722.25,0,1,0,0
-0.19414850766914807,50.5,0.0,1,2550.25,1,0,0,0
0.28894441230963425,29.0,0.0,1,841.0,1,0,0,0
-0.32332384911272244,44.0,0.0,0,1936.0,0,1,0,0
-0.2764081171654167,52.5,0.0,0,2756.25,1,0,0,0
-0.30287199816868604,59.5,0.0,1,3540.25,0,1,0,0
-0.12361399174633897,42.0,0.0,1,1764.0,1,0,0,0
-0.18766444382315947,24.5,0.0,0,600.25,1,0,0,0
-0.12361399174633897,42.0,0.0,1,1764.0,1,0,0,0
-0.29926984194448714,34.0,0.0,0,1156.0,1,0,0,0
-0.31727530884579724,57.5,0.0,0,3306.25,1,0,0,0
-0.2010890843533185,63.5,0.0,1,4032.25,0,1,0,0
-0.37714460484814855,21.5,0.0,0,462.25,1,0,0,0
-0.48647985843052016,58.5,0.0,1,3422.25,1,0,0,0
-0.396546069958833,45.5,0.0,0,2070.25,1,0,0,0
-0.7526284582034795,33.5,0.0,1,1122.25,1,0,0,0
-0.3781867396350682,38.0,0.0,0,1444.0,1,0,0,0
-0.36998240095581647,43.0,0.0,1,1849.0,0,1,0,0
-0.40420934394530544,56.5,0.0,0,3192.25,1,0,0,0
-0.03696565850515923,40.0,0.0,1,1600.0,0,1,0,0
-0.15299297176712712,41.5,0.0,1,1722.25,1,0,0,0
-0.24605428429943801,44.0,0.0,1,1936.0,1,0,0,0
-0.19884141910479428,27.0,0.0,1,729.0,1,0,0,0
-0.40044322339646743,34.5,0.0,1,1190.25,1,0,0,0
-0.23221701784933985,53.0,0.0,0,2809.0,0,1,0,0
-0.4428892243630225,38.0,0.0,0,1444.0,0,1,0,0
-0.2287188198418474,24.0,0.0,1,576.0,1,0,0,0
-0.513819689883576,42.0,0.0,0,1764.0,0,1,0,0
-0.2721698988802817,39.5,0.0,0,1560.25,0,1,0,0
-0.24612372758622875,30.0,0.0,1,900.0,1,0,0,0
-0.36529778041088273,51.5,0.0,0,2652.25,1,0,0,0
-0.3767753577274337,51.0,0.0,0,2601.0,1,0,0,0
-0.24612372758622875,30.0,0.0,1,900.0,1,0,0,0
-0.35948650510640956,40.0,0.0,1,1600.0,1,0,0,0
-0.430692864367313,26.0,0.0,0,676.0,0,1,0,0
-0.9145579333589846,29.0,0.0,0,841.0,0,1,0,0
-0.41834880065673574,45.0,0.0,0,2025.0,1,0,0,0
-0.40044322339646743,34.5,0.0,1,1190.25,1,0,0,0
-0.3664012875253203,31.5,0.0,1,992.25,0,1,0,0
-0.39855624038943116,32.0,0.0,1,1024.0,0,1,0,0
-0.2764081171654167,52.5,0.0,0,2756.25,1,0,0,0
0.17706620510747667,50.0,0.0,1,2500.0,0,1,0,0
-0.4121222713377999,50.5,0.0,0,2550.25,0,0,1,0
-0.5866715266830252,19.5,0.0,0,380.25,1,0,0,0
-0.1436850676928662,41.0,0.0,1,1681.0,0,1,0,0
-0.31274021021944537,51.5,0.0,1,2652.25,1,0,0,0
-0.560187988749623,39.5,0.0,1,1560.25,0,0,1,0
-0.3072047909354159,41.5,0.0,0,1722.25,1,0,0,0
-0.04826380818401954,62.0,0.0,1,3844.0,0,1,0,0
-0.4338027783760157,44.5,0.0,0,1980.25,1,0,0,0
-0.2555102712281111,57.0,0.0,1,3249.0,0,1,0,0
-0.24280709854142313,26.5,0.0,1,702.25,1,0,0,0
-0.1990565595662287,27.5,0.0,1,756.25,1,0,0,0
-0.040897225959828275,61.5,0.0,1,3782.25,1,0,0,0
-0.6449470158861876,63.0,0.0,0,3969.0,1,0,0,0
-0.06506206020041543,47.5,0.0,1,2256.25,1,0,0,0
-0.5252355850471913,30.5,0.0,1,930.25,0,0,1,0
-0.17034760771936722,38.5,0.0,0,1482.25,1,0,0,0
-0.3475775095086501,28.0,0.0,0,784.0,1,0,0,0
-0.3855262266788026,23.0,0.0,0,529.0,1,0,0,0
-0.15297313950728808,52.5,0.0,1,2756.25,0,0,1,0
-0.4340560775106247,46.5,0.0,0,2162.25,0,1,0,0
-0.2764081171654167,52.5,0.0,0,2756.25,1,0,0,0
0.10472518651659052,49.5,0.0,1,2450.25,0,0,1,0
-0.30219474074364433,43.0,0.0,1,1849.0,1,0,0,0
-0.5637941503189006,32.0,0.0,0,1024.0,0,0,1,0
-0.31067630467538465,47.5,0.0,0,2256.25,1,0,0,0
-0.4708346760388278,37.0,0.0,1,1369.0,1,0,0,0
-0.4343509055047652,28.5,0.0,0,812.25,1,0,0,0
-0.1307002701346219,55.5,0.0,1,3080.25,0,0,1,0
-0.8901822159385543,29.5,0.0,0,870.25,0,1,0,0
-0.1598046582515647,39.0,0.0,1,1521.0,1,0,0,0
-0.3297146821602085,25.0,0.0,0,625.0,1,0,0,0
-0.5312991196259439,33.0,0.0,1,1089.0,0,1,0,0
-0.30219474074364433,43.0,0.0,1,1849.0,1,0,0,0
-0.2977038448097001,60.5,0.0,0,3660.25,1,0,0,0
-0.3398132157564946,36.5,0.0,0,1332.25,1,0,0,0
-0.1476083643802595,51.0,0.0,1,2601.0,0,0,1,0
-0.5417037353956313,41.5,0.0,0,1722.25,0,1,0,0
-0.1307002701346219,55.5,0.0,1,3080.25,0,0,1,0
-0.5094841044824815,31.0,0.0,1,961.0,0,1,0,0
-0.2262311015713088,64.5,0.0,1,4160.25,0,1,0,0
-0.3177236972993103,55.0,0.0,1,3025.0,1,0,0,0
-0.24605428429943801,44.0,0.0,1,1936.0,1,0,0,0
-0.35262722453386564,40.5,0.0,0,1640.25,1,0,0,0
-0.6004213232570534,34.0,0.0,1,1156.0,0,1,0,0
-0.13654337443108436,53.0,0.0,1,2809.0,0,1,0,0
-0.2749035430889537,52.5,0.0,0,2756.25,0,1,0,0
-0.21487945887973953,37.5,0.0,1,1406.25,0,1,0,0
-0.2156158933157108,42.5,0.0,0,1806.25,1,0,0,0
-0.4388318763910615,36.0,0.0,1,1296.0,1,0,0,0
-0.5199663142138878,34.5,0.0,1,1190.25,0,1,0,0
-0.5861160135390597,35.5,0.0,1,1260.25,0,1,0,0
-0.4400811782859812,38.0,0.0,1,1444.0,1,0,0,0
-0.1860309602308109,44.0,0.0,0,1936.0,1,0,0,0
-0.15075907005746597,46.5,0.0,1,2162.25,0,1,0,0
-0.11873911683261272,53.5,0.0,1,2862.25,1,0,0,0
-0.2229677641278017,32.5,0.0,0,1056.25,1,0,0,0
-0.2589103924222151,51.0,0.0,0,2601.0,0,1,0,0
-0.1476083643802595,51.0,0.0,1,2601.0,0,0,1,0
-0.06040845452720605,26.0,0.0,0,676.0,1,0,0,0
-0.3108810718420685,24.0,0.0,1,576.0,0,1,0,0
-0.2664928798226669,43.5,0.0,1,1892.25,0,1,0,0
-0.5312991196259439,33.0,0.0,1,1089.0,0,1,0,0
